Bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
4,2.5,[2903-3103],[6528-7278],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],[312-462],1927,98112,[3160-3410],[7251-7650],[1700000-1800000)
3,2.5,[2501-2701],[37541-54862],2,0,Good,OK,Good Quality And Desgin,[2540-2789],NoBasement,1981,98072,[2658-2908],[13651-14050],[600000-700000)
4,1,[1094-1294],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1955,98148,[1152-1402],[8851-9250],[200000-300000)
4,1,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1970,98001,[901-1151],[9251-9650],[200000-300000)
4,2.5,[1898-2098],[6528-7278],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[614-764],1969,98059,[1905-2155],[7251-7650],[300000-400000)
4,1.5,[1295-1495],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1970,98001,[1152-1402],[7651-8050],[100000-200000)
4,3,[3506-3706],[5777-6527],1,0,Good,OK,Good Quality And Desgin,[2040-2289],[1520-1670],1967,98199,[2909-3159],[4851-5250],[900000-1000000)
2,2.5,[1295-1495],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2005,98033,[1403-1653],[6451-6850],[400000-500000)
4,2.5,[2702-2902],[21510-37540],2,0,Very Poor,Good,Good Quality And Desgin,[2790-3039],NoBasement,1977,98077,[2658-2908],[13651-14050],[400000-500000)
3,2.5,[3506-3706],[10283-11870],1,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],[1369-1519],1972,98040,[2909-3159],[13251-13650],[1000000-1100000)
4,1.75,[1898-2098],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[916-1066],1941,98133,[1403-1653],[6851-7250],[400000-500000)
3,1,[893-1093],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1960,98002,[901-1151],[7251-7650],[200000-300000)
3,2,[2501-2701],[9532-10282],1,0,Good,OK,Average Quality And Design,[2540-2789],NoBasement,1982,98198,[1654-1904],[7651-8050],[300000-400000)
3,1,[893-1093],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1960,98056,[1152-1402],[6851-7250],[200000-300000)
4,2.75,[3707-3907],[10283-11870],2,0,OK,Excellent,Good Quality And Desgin,[3040-3289],[614-764],1924,98144,[2909-3159],[4851-5250],[1700000-1800000)
2,1,[692-892],>=54863,1,0,Very Poor,OK,Bad Quality And Design,[540-789],NoBasement,1982,98058,[1905-2155],[13651-14050],[100000-200000)
4,2.5,[3305-3505],[21510-37540],2,0,Very Poor,Good,Very High Quality and Design,[3290-3539],NoBasement,1988,98052,[2658-2908],[9651-10050],[900000-1000000)
2,1.75,[893-1093],<=1269,2,0,Very Poor,OK,Average Quality And Design,[540-789],[161-311],2003,98136,[901-1151],[1451-1650],[300000-400000)
3,1,[893-1093],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1954,98002,[901-1151],[7651-8050],[100000-200000)
3,1,[1094-1294],[4275-5025],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,1959,98117,[1152-1402],[4851-5250],[700000-800000)
4,1.75,[2300-2500],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[916-1066],1956,98028,[2156-2406],[8851-9250],[400000-500000)
4,2,[2099-2299],[5777-6527],1.5,0,Good,Excellent,Average Quality And Design,[2290-2539],NoBasement,1900,98115,[1905-2155],[3051-3250],[600000-700000)
2,1,[893-1093],[7279-8029],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[161-311],1939,98126,[1905-2155],[4851-5250],[300000-400000)
3,1.75,[1898-2098],[14751-21509],1.5,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1963,98001,[1654-1904],[13651-14050],[100000-200000)
3,2,[1496-1696],[14751-21509],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1983,98034,[1654-1904],[7251-7650],[400000-500000)
3,2,[1295-1495],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1948,98199,[1654-1904],[5251-5650],[600000-700000)
3,2.5,[2300-2500],[37541-54862],1.5,1,Good,Good,Good Quality And Desgin,[2290-2539],NoBasement,1974,98070,[2156-2406],[13651-14050],[600000-700000)
3,1,[1094-1294],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1981,98045,[1152-1402],[10051-10450],[200000-300000)
4,3,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2006,98052,[3411-3661],[6051-6450],[700000-800000)
3,2,[1295-1495],[37541-54862],2,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],NoBasement,1981,98070,[2156-2406],[13651-14050],[400000-500000)
4,2,[1496-1696],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1972,98034,[1403-1653],[4851-5250],[400000-500000)
3,2.25,[2501-2701],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1964,98005,[2407-2657],[13651-14050],[800000-900000)
3,2.25,[1496-1696],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1963,98148,[1905-2155],[10451-10850],[300000-400000)
3,2.5,[2501-2701],[10283-11870],1,0,Poor,OK,Good Quality And Desgin,[1290-1539],[1218-1368],1964,98028,[2156-2406],[10051-10450],[300000-400000)
4,2.75,[1496-1696],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1979,98028,[1654-1904],[9251-9650],[400000-500000)
4,2.5,[3305-3505],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1984,98033,>=3913,[13651-14050],[1200000-1300000)
4,2.75,[1697-1897],[8030-8780],1.5,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1962,98198,[1654-1904],[8451-8850],[200000-300000)
4,3.5,[1697-1897],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1986,98023,[1152-1402],[6451-6850],[200000-300000)
3,2.5,[1295-1495],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2005,98029,[1403-1653],[1451-1650],[400000-500000)
4,2.5,[3908-4108],[14751-21509],2,0,OK,Good,Very High Quality and Design,[4040-4289],NoBasement,1983,98004,>=3913,[13651-14050],[2200000-2300000)
4,2,[2099-2299],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[765-915],1968,98001,[1403-1653],[9651-10050],[200000-300000)
3,1.5,[1094-1294],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2009,98133,[1152-1402],[851-1050],[300000-400000)
3,1.75,[1295-1495],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1988,98038,[1403-1653],[7251-7650],[200000-300000)
4,2.75,[2702-2902],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1995,98045,[2658-2908],[13651-14050],[500000-600000)
2,1,[893-1093],[5026-5776],1,0,Very Poor,Excellent,Bad Quality And Design,[1040-1289],NoBasement,1969,98042,[901-1151],[4851-5250],[200000-300000)
3,2.5,[1094-1294],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1975,98045,[1403-1653],[9651-10050],[300000-400000)
3,2.5,[1295-1495],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2009,98133,[1152-1402],[1051-1250],[300000-400000)
4,2.25,[2099-2299],[8030-8780],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1978,98006,[1905-2155],[8051-8450],[600000-700000)
4,1.75,[1697-1897],[4275-5025],1.5,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1921,98119,[1654-1904],[3451-3650],[800000-900000)
2,1,[692-892],[6528-7278],1.5,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1943,98136,[1152-1402],[6851-7250],[400000-500000)
3,1,[893-1093],[7279-8029],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1959,98002,[1152-1402],[7251-7650],[200000-300000)
4,2.5,[2099-2299],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,2003,98031,[1905-2155],[5251-5650],[300000-400000)
3,1,[1094-1294],[8030-8780],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1946,98115,[1403-1653],[8051-8450],[300000-400000)
2,1.5,[1094-1294],[1270-2020],1,0,Very Poor,OK,Good Quality And Desgin,[540-789],[614-764],1969,98008,[1654-1904],[1651-1850],[200000-300000)
2,1,[692-892],[3524-4274],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1916,98133,[1403-1653],[3651-3850],[300000-400000)
4,2.5,[3908-4108],[21510-37540],2,0,Very Poor,Good,Very High Quality and Design,[3790-4039],NoBasement,1990,98052,>=3913,[13651-14050],[1300000-1400000)
4,1.75,[1697-1897],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[161-311],1978,98005,[1905-2155],[10051-10450],[600000-700000)
4,3,[2099-2299],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1992,98029,[1905-2155],[5651-6050],[500000-600000)
3,2.5,[1496-1696],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2010,98072,[2156-2406],[3451-3650],[400000-500000)
3,2.5,[1295-1495],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2003,98053,[1403-1653],[3651-3850],[400000-500000)
3,2,[1094-1294],[9532-10282],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1968,98033,[1403-1653],[9651-10050],[400000-500000)
3,1.75,[2099-2299],[9532-10282],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[614-764],1978,98006,[2407-2657],[9251-9650],[600000-700000)
2,2.25,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2007,98136,[1152-1402],[1051-1250],[300000-400000)
3,2.5,[1697-1897],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2005,98055,[1403-1653],[2651-2850],[200000-300000)
3,2.75,[2300-2500],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[614-764],1983,98006,[1905-2155],[13651-14050],[600000-700000)
3,1,[1094-1294],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1967,98034,[1152-1402],[8051-8450],[300000-400000)
4,2.5,[3908-4108],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[4040-4289],NoBasement,1989,98052,[3662-3912],[13651-14050],[900000-1000000)
4,1.75,[2300-2500],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[1067-1217],1955,98133,[2156-2406],[7251-7650],[400000-500000)
3,1.5,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1959,98056,[1152-1402],[8051-8450],[200000-300000)
3,2.5,[2903-3103],[6528-7278],2,0,Very Poor,OK,Average Quality And Design,[3040-3289],NoBasement,2003,98092,[2658-2908],[6851-7250],[300000-400000)
2,1,[893-1093],[10283-11870],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1965,98125,[2156-2406],[10051-10450],[200000-300000)
4,2,[3506-3706],[11871-14750],1,0,OK,OK,Good Quality And Desgin,[2040-2289],[1218-1368],1965,98166,[2407-2657],[13651-14050],[500000-600000)
5,2.75,[2702-2902],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1218-1368],1979,98072,[2407-2657],[8451-8850],[400000-500000)
4,1,[1094-1294],[7279-8029],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1944,98166,[901-1151],[7251-7650],[200000-300000)
4,2.5,[2903-3103],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1992,98125,[1403-1653],[8051-8450],[600000-700000)
3,1.75,[1295-1495],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1967,98003,[1403-1653],[9651-10050],[200000-300000)
3,1.75,[1094-1294],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],1983,98042,[1152-1402],[6451-6850],[200000-300000)
5,1.5,[1697-1897],[4275-5025],1.5,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1915,98103,[1654-1904],[4851-5250],[700000-800000)
4,2.75,[2702-2902],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2002,98075,[2658-2908],[7251-7650],[600000-700000)
5,1.5,[2099-2299],[3524-4274],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],[765-915],1924,98117,[1403-1653],[3851-4050],[400000-500000)
5,2.5,[2702-2902],[11871-14750],1,0,Good,OK,Good Quality And Desgin,[1540-1789],[1218-1368],1979,98008,[3160-3410],[13651-14050],[800000-900000)
4,4,[2501-2701],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1067-1217],1963,98055,[2156-2406],[5651-6050],[600000-700000)
3,2.5,[2501-2701],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1995,98052,[2407-2657],[8851-9250],[700000-800000)
2,1,[692-892],[5026-5776],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1922,98126,[1152-1402],[2651-2850],[200000-300000)
4,3,[3305-3505],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,1998,98045,[1654-1904],[13651-14050],[600000-700000)
4,2.5,[2300-2500],[10283-11870],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[916-1066],1961,98006,[1905-2155],[10451-10850],[600000-700000)
3,2.25,[1697-1897],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1965,98001,[2156-2406],[13651-14050],[200000-300000)
3,2.5,[2501-2701],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2003,98028,[2407-2657],[4451-4850],[500000-600000)
3,2,[1295-1495],[6528-7278],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1975,98031,[1403-1653],[6851-7250],[200000-300000)
4,1.5,[1496-1696],[5026-5776],1.5,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1955,98125,[1403-1653],[6851-7250],[400000-500000)
3,1,[893-1093],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1972,98034,[1403-1653],[7251-7650],[300000-400000)
3,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2011,98028,[2407-2657],[4451-4850],[400000-500000)
4,2.5,[1697-1897],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2006,98001,[1905-2155],[4451-4850],[200000-300000)
4,2.25,[3908-4108],[8030-8780],2,0,OK,OK,Good Quality And Desgin,[2540-2789],[1218-1368],1925,98112,[3662-3912],[8451-8850],[1400000-1500000)
3,1.75,[2501-2701],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[614-764],1968,98029,[2407-2657],[13651-14050],[500000-600000)
3,2,[1697-1897],[8781-9531],1.5,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1939,98155,[1403-1653],[9251-9650],[300000-400000)
5,2.25,[1898-2098],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[916-1066],1962,98146,[901-1151],[11651-12050],[200000-300000)
2,1,[893-1093],[5777-6527],1.5,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1913,98019,[1403-1653],[9251-9650],[300000-400000)
5,1.75,[1898-2098],[5026-5776],1.5,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[614-764],1911,98103,[901-1151],[4851-5250],[400000-500000)
3,1,[893-1093],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1966,98028,[1654-1904],[9651-10050],[300000-400000)
4,3.25,[2501-2701],[3524-4274],3,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2013,98007,[2407-2657],[4051-4450],[700000-800000)
3,3.25,[2903-3103],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[765-915],1990,98011,[2909-3159],[12051-12450],[500000-600000)
3,2.5,[2501-2701],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[916-1066],1991,98045,[1654-1904],[13651-14050],[400000-500000)
3,2.25,[1496-1696],[37541-54862],1,0,Good,Good,Good Quality And Desgin,[1540-1789],NoBasement,1958,98022,[1403-1653],[13651-14050],[300000-400000)
4,2.5,[2702-2902],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1987,98074,[2658-2908],[9651-10050],[600000-700000)
3,1.75,[1094-1294],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1986,98042,[1403-1653],[8051-8450],[200000-300000)
2,1,[1094-1294],[6528-7278],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1944,98058,[1152-1402],[6851-7250],[100000-200000)
2,1,[893-1093],[14751-21509],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1926,98070,[1152-1402],[13651-14050],[200000-300000)
2,1,[1295-1495],>=54863,1,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1947,98077,[2156-2406],[13651-14050],[300000-400000)
4,2,[1496-1696],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1967,98058,[1654-1904],[8851-9250],[300000-400000)
5,2.5,[2300-2500],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2011,98038,[2156-2406],[6051-6450],[300000-400000)
3,1,[893-1093],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1955,98028,[1654-1904],[9251-9650],[300000-400000)
5,2.5,[2501-2701],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[2540-2789],NoBasement,2008,98065,[2156-2406],[5651-6050],[400000-500000)
3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1996,98029,[1654-1904],[4051-4450],[400000-500000)
4,2.5,[2903-3103],[6528-7278],2,0,Excellent,OK,Good Quality And Desgin,[2790-3039],NoBasement,2001,98065,[2909-3159],[6451-6850],[700000-800000)
3,2.5,[1496-1696],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2003,98056,[2407-2657],[4851-5250],[300000-400000)
3,1,[1094-1294],[9532-10282],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1927,98045,[1152-1402],[10051-10450],[200000-300000)
2,1,[893-1093],[1270-2020],1.5,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1900,98112,[1152-1402],[1051-1250],[600000-700000)
2,0.75,[692-892],[37541-54862],1,0,Very Poor,Poor,Bad Quality And Design,[790-1039],NoBasement,1948,98168,[1152-1402],[10851-11250],[200000-300000)
2,1.5,[1094-1294],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[312-462],1984,98074,[1152-1402],[10851-11250],[300000-400000)
6,6.5,>=4511,[10283-11870],2,0,Very Poor,OK,Very High Quality and Design,>=4290,[1369-1519],2007,98075,[2658-2908],[12451-12850],[1100000-1200000)
5,2.25,[3104-3304],[7279-8029],2,0,Very Poor,Good,Good Quality And Desgin,[3040-3289],NoBasement,1982,98023,[1905-2155],[7651-8050],[300000-400000)
3,3,[2300-2500],[37541-54862],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[765-915],1976,98077,[1152-1402],[13651-14050],[600000-700000)
4,2.25,[2099-2299],[9532-10282],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1971,98032,[1905-2155],[8851-9250],[300000-400000)
3,1.75,[1898-2098],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[765-915],1978,98023,[1905-2155],[8451-8850],[200000-300000)
3,2.25,[2099-2299],[21510-37540],1,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[463-613],1974,98005,[2909-3159],[13651-14050],[700000-800000)
4,2.5,[1697-1897],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2004,98038,[1905-2155],[4851-5250],[300000-400000)
3,2.25,[1697-1897],[9532-10282],1,0,OK,OK,Average Quality And Design,[1040-1289],[463-613],1963,98188,[1654-1904],[13251-13650],[300000-400000)
2,1,[692-892],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1941,98117,[1152-1402],[4851-5250],[400000-500000)
4,2,[1496-1696],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1966,98008,[1403-1653],[7651-8050],[500000-600000)
3,3.5,[1496-1696],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[312-462],1995,98102,[1403-1653],[1651-1850],[600000-700000)
5,2.5,[1697-1897],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1959,98198,[1654-1904],[8451-8850],[100000-200000)
2,1.75,[1094-1294],<=1269,2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2012,98027,[901-1151],<850,[300000-400000)
4,1.75,[1898-2098],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[916-1066],1975,98074,[1654-1904],[9251-9650],[300000-400000)
4,2.5,[1496-1696],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2006,98001,[1654-1904],[4451-4850],[200000-300000)
3,2.5,[3506-3706],[8781-9531],2,0,Very Poor,OK,Very High Quality and Design,[3540-3789],NoBasement,1999,98074,[3160-3410],[11251-11650],[900000-1000000)
3,3,[1697-1897],[4275-5025],1.5,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[161-311],1914,98107,[1403-1653],[4051-4450],[700000-800000)
4,2.5,[3104-3304],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[1067-1217],2008,98109,[1654-1904],[3451-3650],[1200000-1300000)
4,2.5,[2501-2701],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2014,98188,[1152-1402],[11251-11650],[300000-400000)
