pos,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_range
1198,5067400162,3,2,[1496-1696],[14751-21509],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1983,98198,[1654-1904],[12451-12850],[200000-300000)
1199,3249500020,3,2.5,[2702-2902],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1993,98077,[2658-2908],[13651-14050],[600000-700000)
1200,7895500550,4,1.5,[1295-1495],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1970,98001,[1152-1402],[7651-8050],[100000-200000)
1201,1024039049,3,2.5,[2903-3103],[21510-37540],1,0,Excellent,Good,Good Quality And Desgin,[1790-2039],[1067-1217],1954,98116,[2407-2657],[7651-8050],[1000000-1100000)
1202,1041440050,5,2.75,[2702-2902],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2013,98092,[2156-2406],[3851-4050],[300000-400000)
1203,109200140,4,2.5,[2300-2500],[8030-8780],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[916-1066],1979,98023,[1905-2155],[7251-7650],[200000-300000)
1204,8665050490,3,2.5,[1697-1897],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1996,98029,[1403-1653],[4051-4450],[400000-500000)
1205,3971700330,4,2,[1697-1897],[11871-14750],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[614-764],1950,98155,[1654-1904],[8051-8450],[400000-500000)
1206,6791100280,3,1.75,[1697-1897],[14751-21509],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[614-764],1970,98075,[1654-1904],[13251-13650],[400000-500000)
1207,1402100070,5,3,[2099-2299],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[463-613],1968,98058,[2156-2406],[13651-14050],[300000-400000)
1208,5631500594,3,2.25,[1697-1897],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1987,98028,[1654-1904],[9651-10050],[300000-400000)
1209,4365200520,3,2.25,[1295-1495],[7279-8029],1,0,Very Poor,Excellent,Bad Quality And Design,[1290-1539],NoBasement,1923,98126,[1152-1402],[7651-8050],[400000-500000)
1210,6645900010,4,2.5,[2903-3103],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],[614-764],2003,98004,[1905-2155],[10051-10450],[1400000-1500000)
1211,11520370,3,2.5,[2501-2701],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1995,98052,[2407-2657],[8851-9250],[700000-800000)
1212,3544400236,2,1,[1094-1294],[4275-5025],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1906,98115,[1403-1653],[3851-4050],[400000-500000)
1213,3448000542,2,1.5,[893-1093],<=1269,3,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2006,98125,[901-1151],[1051-1250],[200000-300000)
1214,582000065,4,1.75,[2501-2701],[5777-6527],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[1218-1368],1953,98199,[1905-2155],[5651-6050],[700000-800000)
1215,1066000290,6,3,[2501-2701],[8781-9531],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[1218-1368],1963,98008,[1905-2155],[8851-9250],[600000-700000)
1216,3814900260,4,2.5,[2501-2701],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2014,98092,[2658-2908],[4451-4850],[400000-500000)
1217,1329300070,4,2.5,[2300-2500],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2012,98030,[2156-2406],[6051-6450],[300000-400000)
1218,5366200460,3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1992,98122,[1654-1904],[3651-3850],[600000-700000)
1219,7889601300,3,1,[1295-1495],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1941,98146,[1403-1653],[5651-6050],[200000-300000)
1220,6385910260,4,1.5,[1697-1897],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1966,98146,[1654-1904],[8451-8850],[200000-300000)
1221,2880100240,2,1.75,[1094-1294],[2021-3523],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[161-311],1906,98117,[1152-1402],[2851-3050],[400000-500000)
1222,3026059368,3,2.5,[3104-3304],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2014,98034,[3160-3410],[6851-7250],[800000-900000)
1223,1115100119,4,2,[1898-2098],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1962,98155,[1905-2155],[8051-8450],[300000-400000)
1224,9297301505,4,1.75,[1898-2098],[3524-4274],1.5,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[463-613],1926,98126,[1403-1653],[3851-4050],[500000-600000)
1225,1245003375,3,1,[1094-1294],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1966,98033,[1905-2155],[7651-8050],[600000-700000)
1226,7227800040,5,2,[1697-1897],[10283-11870],1,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1943,98056,[1403-1653],[8851-9250],[100000-200000)
1227,3421079032,1,0,<=691,[37541-54862],1,0,Very Poor,OK,Really Bad Quality And Design,[540-789],NoBasement,1966,98022,[1152-1402],[13651-14050],[0-100000)
1228,3578400780,3,2,[1697-1897],[9532-10282],1,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],[463-613],1981,98074,[1654-1904],[10051-10450],[500000-600000)
1229,8651442510,4,2,[1496-1696],[5026-5776],1.5,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1978,98042,[1403-1653],[4851-5250],[200000-300000)
1230,6414100721,2,1,[692-892],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[540-789],NoBasement,1950,98125,[1654-1904],[7251-7650],[400000-500000)
1231,2023049361,2,1,[893-1093],[5777-6527],1,0,Very Poor,Poor,Average Quality And Design,[790-1039],NoBasement,1954,98148,[1654-1904],[8451-8850],[200000-300000)
1232,561000075,3,1,[1094-1294],[5026-5776],1.5,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1959,98178,[1403-1653],[5251-5650],[200000-300000)
1233,1329500120,4,2.5,[2501-2701],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2003,98001,[2156-2406],[5251-5650],[300000-400000)
1234,1176001310,5,4.5,[4310-4510],[5026-5776],3,0,Excellent,OK,Good Quality And Desgin,>=4290,NoBasement,2010,98107,[1654-1904],[4851-5250],[2900000-3000000)
1235,6071600270,4,2.25,[2099-2299],[8781-9531],1,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],[1067-1217],1961,98006,[2156-2406],[8851-9250],[400000-500000)
1236,1788700230,3,1.5,[692-892],[8781-9531],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1959,98023,<=900,[8451-8850],[100000-200000)
1237,6824100014,3,3,[1295-1495],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,2006,98117,[1403-1653],[1051-1250],[400000-500000)
1238,8074200175,3,1.75,[1295-1495],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1958,98056,[1152-1402],[8051-8450],[200000-300000)
1239,2113701080,2,1,[1094-1294],[3524-4274],1.5,0,Very Poor,Excellent,Bad Quality And Design,[1040-1289],NoBasement,1920,98106,[901-1151],[4451-4850],[300000-400000)
1240,8691410100,5,2.75,[3305-3505],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2004,98075,[3160-3410],[4851-5250],[700000-800000)
1241,4123830070,3,2,[1697-1897],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1993,98038,[1654-1904],[6851-7250],[300000-400000)
1242,5220300140,2,1,[692-892],[7279-8029],1,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],NoBasement,1948,98133,<=900,[7251-7650],[400000-500000)
1243,2781250970,2,1.75,[1295-1495],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2005,98038,[1152-1402],[3451-3650],[200000-300000)
1244,3674400035,3,1,[893-1093],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1959,98003,[1403-1653],[11651-12050],[100000-200000)
1245,7215730090,4,3,[3104-3304],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2000,98075,[2909-3159],[6451-6850],[700000-800000)
1246,1806900502,3,3.25,[1697-1897],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[790-1039],[614-764],2004,98112,[1654-1904],[1451-1650],[600000-700000)
1247,3901100055,3,1.75,[893-1093],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1961,98033,[1403-1653],[8451-8850],[300000-400000)
1248,2856101105,3,2.5,[1496-1696],[2021-3523],3,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1985,98117,[1152-1402],[4851-5250],[400000-500000)
1249,4322300340,4,1.5,[1697-1897],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1964,98003,[1654-1904],[10851-11250],[200000-300000)
1250,8665900206,2,1.75,[1496-1696],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[765-915],1981,98155,[1654-1904],[13651-14050],[400000-500000)
1251,8854000370,5,3,[3104-3304],[11871-14750],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[1218-1368],1977,98011,[2909-3159],[11651-12050],[400000-500000)
1252,6844700810,3,1.5,[893-1093],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1949,98115,[1654-1904],[5251-5650],[400000-500000)
1253,8564860130,5,3.5,[3305-3505],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2014,98045,[3160-3410],[5651-6050],[500000-600000)
1254,2524049108,5,4.25,[3908-4108],[14751-21509],1,0,OK,Good,Good Quality And Desgin,[2040-2289],>= 1671,1979,98040,[3411-3661],[13651-14050],[1300000-1400000)
1255,5416300240,4,4.5,>=4511,>=54863,2,0,OK,OK,Very High Quality and Design,>=4290,NoBasement,2008,98010,>=3913,[13651-14050],[900000-1000000)
1256,9270200160,3,1,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1922,98119,[1403-1653],[2451-2650],[600000-700000)
1257,6117502455,3,1,[1094-1294],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1953,98166,[1905-2155],[10051-10450],[300000-400000)
1258,9829200250,3,2,[2501-2701],[6528-7278],2,0,Excellent,OK,Good Quality And Desgin,[1790-2039],[614-764],1970,98122,[2658-2908],[6051-6450],[1700000-1800000)
1259,3797000205,3,2,[1295-1495],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1987,98103,[1152-1402],[2851-3050],[400000-500000)
1260,2303900100,3,4.25,>=4511,[21510-37540],2,0,Excellent,OK,Very High Quality and Design,>=4290,[463-613],1997,98177,[3411-3661],[13651-14050],[3800000-3900000)
1261,3886902505,3,2,[1697-1897],[8030-8780],2,0,OK,OK,Average Quality And Design,[1540-1789],NoBasement,1927,98033,[1654-1904],[8851-9250],[600000-700000)
1262,3755000310,3,1,[1094-1294],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1966,98034,[1152-1402],[10451-10850],[300000-400000)
1263,3761700067,3,2.5,[3305-3505],[11871-14750],1,0,Very Poor,Excellent,Good Quality And Desgin,[3290-3539],NoBasement,1979,98034,[3662-3912],[11651-12050],[900000-1000000)
1264,8068000730,4,2,[1697-1897],[5026-5776],1.5,0,Very Poor,Excellent,Bad Quality And Design,[790-1039],[765-915],1918,98178,[1905-2155],[10051-10450],[300000-400000)
1265,9297300480,4,3.5,[2702-2902],[3524-4274],2,0,OK,OK,Good Quality And Desgin,[1790-2039],[614-764],1926,98126,[1654-1904],[3851-4050],[700000-800000)
1266,6139100056,4,2,[1697-1897],[8030-8780],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[463-613],1956,98155,[1654-1904],[9251-9650],[300000-400000)
1267,4222310010,4,1,[1697-1897],[7279-8029],1.5,0,Very Poor,Good,Bad Quality And Design,[1540-1789],NoBasement,1970,98003,[1403-1653],[7651-8050],[100000-200000)
1268,9185700414,3,1.75,[1496-1696],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[463-613],1973,98112,[3662-3912],[6851-7250],[1100000-1200000)
1269,8564950250,3,2.5,[2702-2902],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2003,98011,[2407-2657],[4851-5250],[500000-600000)
1270,3818700185,4,1.5,[2099-2299],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1952,98028,[1654-1904],[10051-10450],[400000-500000)
1271,9286750100,3,1.5,[1496-1696],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1975,98155,[1905-2155],[6851-7250],[300000-400000)
1272,5101402296,5,2.75,[2300-2500],[7279-8029],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],[916-1066],1955,98115,[1905-2155],[7651-8050],[800000-900000)
1273,510003085,3,3.25,[1898-2098],[2021-3523],3,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1987,98103,[1403-1653],[4451-4850],[600000-700000)
1274,5210200077,4,2.5,[2501-2701],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2001,98115,[1654-1904],[7251-7650],[700000-800000)
1275,8146100370,4,1.75,[2099-2299],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],1955,98004,[1905-2155],[7651-8050],[700000-800000)
1276,2329600040,3,1.5,[893-1093],[8781-9531],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1962,98003,[1152-1402],[8451-8850],[100000-200000)
1277,5556800150,4,2,[1496-1696],[9532-10282],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1967,98001,[1403-1653],[7251-7650],[200000-300000)
1278,3874010220,3,2.5,[1898-2098],[9532-10282],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1988,98001,[1905-2155],[9251-9650],[200000-300000)
1279,745530240,5,3.5,>=4511,[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],[1218-1368],2014,98011,>=3913,[10051-10450],[800000-900000)
1280,8691370400,4,2.75,[2702-2902],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2002,98075,[2658-2908],[7251-7650],[600000-700000)
1281,3862710200,3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2013,98065,[1654-1904],[3251-3450],[400000-500000)
1282,2473411210,4,1.75,[1496-1696],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1974,98058,[1654-1904],[7651-8050],[300000-400000)
1283,1682500160,3,2,[1295-1495],[6528-7278],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],NoBasement,1983,98092,[1654-1904],[6851-7250],[200000-300000)
1284,3904910050,3,2.5,[1295-1495],[4275-5025],1,0,Very Poor,Excellent,Good Quality And Desgin,[1290-1539],NoBasement,1987,98029,[1654-1904],[5651-6050],[500000-600000)
1285,1086100130,5,1.75,[2099-2299],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[916-1066],1962,98033,[1403-1653],[8851-9250],[500000-600000)
1286,7940700050,3,2.5,[1898-2098],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1986,98034,[1152-1402],[4851-5250],[400000-500000)
1287,5160300020,3,1.75,[1697-1897],[10283-11870],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1977,98005,[1905-2155],[10451-10850],[500000-600000)
1288,5415350480,4,2.5,[2903-3103],[10283-11870],2,0,Very Poor,Good,Good Quality And Desgin,[2790-3039],NoBasement,1991,98059,[2909-3159],[10451-10850],[700000-800000)
1289,8691410730,4,2.5,[2903-3103],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2005,98075,[2909-3159],[5651-6050],[700000-800000)
1290,4136800205,2,2,[692-892],[6528-7278],1.5,0,OK,OK,Average Quality And Design,[540-789],NoBasement,1945,98178,[901-1151],[7251-7650],[200000-300000)
1291,8024200350,2,1,[692-892],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[540-789],<=160,1927,98115,[1152-1402],[4051-4450],[400000-500000)
1292,7518506717,3,2.5,[2702-2902],[3524-4274],3,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2014,98117,[1654-1904],[4851-5250],[900000-1000000)
1293,8079100640,4,2.5,[2099-2299],[6528-7278],2,0,Very Poor,Good,Good Quality And Desgin,[2040-2289],NoBasement,1989,98029,[2156-2406],[7251-7650],[600000-700000)
1294,3274800505,3,2.5,[1496-1696],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2009,98144,[901-1151],[2851-3050],[500000-600000)
1295,1312200080,3,1.5,[1496-1696],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1964,98001,[1403-1653],[7651-8050],[200000-300000)
1296,8159300040,4,2.75,[2702-2902],[8781-9531],1,0,OK,OK,Good Quality And Desgin,[1540-1789],[916-1066],1996,98198,[2909-3159],[10451-10850],[500000-600000)
1297,5113400364,4,1.5,[2300-2500],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[1067-1217],1946,98119,[1403-1653],[5651-6050],[600000-700000)
1298,1370803445,4,1.75,[2903-3103],[5777-6527],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[1369-1519],1941,98199,[2909-3159],[5651-6050],[1100000-1200000)
1299,3574770030,4,2.75,[2903-3103],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2790-3039],NoBasement,2014,98028,[2407-2657],[7251-7650],[500000-600000)
1300,2481600110,3,3,[2903-3103],[21510-37540],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[1067-1217],1981,98052,[2407-2657],[13651-14050],[600000-700000)
1301,3693900985,2,1,[1094-1294],[4275-5025],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[161-311],1951,98117,[1403-1653],[4851-5250],[400000-500000)
1302,2422059111,3,1.5,[1697-1897],>=54863,1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[614-764],1967,98042,[2156-2406],[13651-14050],[200000-300000)
1303,6851700381,4,2,[2501-2701],[4275-5025],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[614-764],1905,98102,[2407-2657],[4051-4450],[900000-1000000)
1304,3570300080,3,2.25,[1295-1495],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,2009,98052,[1905-2155],[3451-3650],[400000-500000)
1305,793200100,3,1.25,[2300-2500],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[916-1066],1966,98007,[1905-2155],[9251-9650],[300000-400000)
1306,1864700300,4,2.5,[1898-2098],[6528-7278],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2007,98038,[1905-2155],[5251-5650],[300000-400000)
1307,723049307,3,1,[893-1093],[8030-8780],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1949,98146,[901-1151],[8051-8450],[200000-300000)
1308,267000170,3,2.25,[1496-1696],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1967,98008,[1403-1653],[11651-12050],[500000-600000)
1309,6402700110,4,2,[2300-2500],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[2290-2539],NoBasement,1962,98033,[1654-1904],[12051-12450],[500000-600000)
1310,5648600190,3,2.5,[1496-1696],[5777-6527],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1995,98055,[1403-1653],[5651-6050],[300000-400000)
1311,293610020,4,2.75,[2702-2902],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2007,98028,[2658-2908],[6051-6450],[600000-700000)
1312,923000413,4,1.5,[1697-1897],[8030-8780],1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],[312-462],1946,98177,[1403-1653],[8051-8450],[500000-600000)
1313,8730600050,3,1.75,[2300-2500],[10283-11870],1,0,Poor,Excellent,Average Quality And Design,[1540-1789],[765-915],1949,98117,[1905-2155],[8051-8450],[700000-800000)
1314,2203500140,4,1.5,[1094-1294],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1954,98006,[1152-1402],[11651-12050],[300000-400000)
1315,2540830020,3,2.25,[1496-1696],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[312-462],1986,98011,[1403-1653],[7251-7650],[400000-500000)
1316,7011201004,3,3.25,[1697-1897],<=1269,2,0,OK,OK,Good Quality And Desgin,[1290-1539],[312-462],2008,98119,[1654-1904],[1651-1850],[600000-700000)
1317,3625710080,4,3.5,[3305-3505],[14751-21509],1,0,OK,Good,Good Quality And Desgin,[2040-2289],[1218-1368],1977,98040,[3160-3410],[13651-14050],[1000000-1100000)
1318,9545250110,3,2.5,[2501-2701],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1993,98027,[2658-2908],[8451-8850],[700000-800000)
1319,2205700405,3,1,[1295-1495],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1955,98006,[1403-1653],[11251-11650],[400000-500000)
1320,5700002510,5,2.5,[2300-2500],[5777-6527],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,1922,98144,[2156-2406],[5651-6050],[1000000-1100000)
1321,2024069128,3,2.5,[3506-3706],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],[916-1066],2005,98027,[3411-3661],[7651-8050],[1000000-1100000)
