Int32,String,DateTime,Double,Int32,Double,String,String,Double,Boolean,String,String,String,String,String,Int32,String,String,String,String
3599,8944290160,20141104T000000,230000,3,2,[1496-1696],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1985,98031,[1403-1653],[3651-3850],[200000-300000)
3600,8128700005,20141119T000000,249000,4,1,[1094-1294],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],<=160,1919,98126,[1403-1653],[7651-8050],[200000-300000)
3601,2923049399,20150323T000000,315000,3,2.25,[2099-2299],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1965,98148,[1905-2155],[8451-8850],[300000-400000)
3602,1822059073,20150414T000000,300000,3,1,[1295-1495],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1963,98031,[1654-1904],[13651-14050],[300000-400000)
3603,8963300005,20141106T000000,390000,5,1.75,[2099-2299],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[1067-1217],1965,98133,[1654-1904],[8051-8450],[300000-400000)
3604,705000120,20150406T000000,395000,3,1,[893-1093],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[790-1039],NoBasement,1950,98125,[1403-1653],[6851-7250],[300000-400000)
3605,6933600456,20150313T000000,970000,4,2.75,[3506-3706],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],[916-1066],2004,98199,[1403-1653],[4851-5250],[900000-1000000)
3606,5318100200,20140527T000000,1.10E+06,3,2.75,[2501-2701],[3524-4274],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[765-915],1926,98112,[1905-2155],[3451-3650],[1100000-1200000)
3607,301402280,20150331T000000,223990,2,2.25,[893-1093],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2013,98002,[1403-1653],[2851-3050],[200000-300000)
3608,3754700050,20140618T000000,424000,3,2,[1496-1696],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1972,98034,[1403-1653],[7651-8050],[400000-500000)
3609,4154305290,20141120T000000,805000,5,3,[2300-2500],[5777-6527],2,0,Good,Good,Average Quality And Design,[1540-1789],[614-764],1924,98118,[1654-1904],[6851-7250],[800000-900000)
3610,7978800621,20140811T000000,229000,3,1,[1295-1495],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1942,98003,[1654-1904],[8451-8850],[200000-300000)
3611,2473003210,20150313T000000,364808,3,1.75,[2300-2500],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],[614-764],1967,98058,[1905-2155],[9651-10050],[300000-400000)
3612,6672500040,20140811T000000,334500,3,2,[1697-1897],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1961,98133,[1654-1904],[8051-8450],[300000-400000)
3613,5201810060,20140807T000000,319000,4,2.5,[1898-2098],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1995,98031,[2156-2406],[7651-8050],[300000-400000)
3614,7866000158,20141022T000000,320000,4,3,[1697-1897],[2021-3523],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[765-915],1997,98118,[1403-1653],[4851-5250],[300000-400000)
3615,185000161,20141015T000000,261000,3,1,[1697-1897],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1957,98178,[1403-1653],[7651-8050],[200000-300000)
3616,889000024,20150316T000000,645000,3,2.25,[1496-1696],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2014,98105,[1654-1904],[1851-2050],[600000-700000)
3617,982850080,20140613T000000,415500,4,2.5,[1697-1897],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2009,98028,[1403-1653],[4451-4850],[400000-500000)
3618,8835770170,20140822T000000,1.49E+06,5,6,>=4511,>=54863,2,0,Good,OK,Very High Quality and Design,[4040-4289],>= 1671,2007,98045,>=3913,[13651-14050],[1400000-1500000)
3619,6837700175,20141201T000000,775000,3,1.75,[3506-3706],[11871-14750],1,0,Excellent,Good,Good Quality And Desgin,[1290-1539],>= 1671,1960,98116,[1905-2155],[7651-8050],[700000-800000)
3620,4140500050,20140908T000000,362000,3,1,[1094-1294],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1956,98028,[1654-1904],[13651-14050],[300000-400000)
3621,3345100002,20141217T000000,730000,4,2.75,[3305-3505],[8030-8780],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2014,98056,[2407-2657],[8051-8450],[700000-800000)
3622,3277801411,20141105T000000,350000,3,2.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2012,98126,[1152-1402],[1451-1650],[300000-400000)
3623,2172000894,20150417T000000,225000,3,1,[1094-1294],[9532-10282],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1965,98178,[1654-1904],[8051-8450],[200000-300000)
3624,3363900280,20150311T000000,678500,3,2.75,[1094-1294],[3524-4274],1.5,0,OK,Excellent,Average Quality And Design,[1040-1289],NoBasement,1910,98103,[1403-1653],[3851-4050],[600000-700000)
3625,5423010350,20150210T000000,1.28E+06,5,2.5,[3305-3505],[8781-9531],2,0,Poor,Good,Good Quality And Desgin,[3290-3539],NoBasement,1977,98027,[2909-3159],[10851-11250],[1200000-1300000)
3626,7640400190,20150213T000000,660000,3,2,[1697-1897],[8030-8780],1,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],NoBasement,1952,98177,[1654-1904],[8051-8450],[600000-700000)
3627,8687800150,20141120T000000,294000,3,2,[1496-1696],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[312-462],1957,98168,[1654-1904],[11251-11650],[200000-300000)
3628,2215450150,20140530T000000,322000,4,2.5,[2099-2299],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1994,98030,[2156-2406],[6851-7250],[300000-400000)
3629,4443800555,20140716T000000,667000,3,1.75,[1697-1897],[3524-4274],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[463-613],1963,98117,[1403-1653],[3851-4050],[600000-700000)
3630,5458800620,20140924T000000,685000,3,1.75,[1496-1696],[8030-8780],1,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[161-311],1959,98040,[1905-2155],[7651-8050],[600000-700000)
3631,6338000032,20140827T000000,537000,4,2,[1496-1696],[6528-7278],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1945,98105,[1654-1904],[6851-7250],[500000-600000)
3632,3145600250,20150317T000000,190000,2,1,<=691,[2021-3523],1,0,Very Poor,Good,Bad Quality And Design,[540-789],NoBasement,1948,98118,[1654-1904],[4051-4450],[100000-200000)
3633,2597520720,20141103T000000,720000,5,2.5,[2702-2902],[8781-9531],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1989,98006,[2909-3159],[11651-12050],[700000-800000)
3634,2255500125,20140716T000000,749950,3,2.5,[1898-2098],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1290-1539],[614-764],2014,98122,[1403-1653],[2651-2850],[700000-800000)
3635,993000100,20150410T000000,760000,6,3.75,[3707-3907],[5777-6527],2,0,Very Poor,Good,Good Quality And Desgin,[3790-4039],NoBasement,1977,98103,[1654-1904],[4851-5250],[700000-800000)
3636,3971701455,20141003T000000,273000,2,0.5,[1094-1294],[7279-8029],1,0,Very Poor,Good,Bad Quality And Design,[540-789],[463-613],1945,98155,[1152-1402],[8851-9250],[200000-300000)
3637,7853430180,20140716T000000,699188,4,3.25,[3104-3304],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2014,98065,[3160-3410],[5251-5650],[600000-700000)
3638,9468200125,20140826T000000,480000,2,1,[893-1093],[2021-3523],1,0,OK,Good,Average Quality And Design,[790-1039],[161-311],1918,98103,[1152-1402],[3051-3250],[400000-500000)
3639,2473370750,20150224T000000,430000,3,1.75,[3305-3505],[10283-11870],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[3290-3539],NoBasement,1974,98058,[2156-2406],[8051-8450],[400000-500000)
3640,1687000240,20141210T000000,276000,3,2.5,[2300-2500],[4275-5025],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2007,98001,[2407-2657],[4051-4450],[200000-300000)
3641,7697870530,20140507T000000,239900,3,2,[1295-1495],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1985,98030,[1403-1653],[6851-7250],[200000-300000)
3642,8685500020,20150512T000000,387000,3,1,[1496-1696],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1962,98118,[1905-2155],[6051-6450],[300000-400000)
3643,8665900328,20150123T000000,459000,4,3,[1898-2098],[8781-9531],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1954,98155,[1654-1904],[12851-13250],[400000-500000)
3644,5381600110,20140618T000000,253779,4,2,[1898-2098],[9532-10282],1.5,0,Very Poor,OK,Bad Quality And Design,[1290-1539],[463-613],1947,98188,[1654-1904],[13651-14050],[200000-300000)
3645,4396000180,20141121T000000,267500,3,1,[893-1093],[21510-37540],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1967,98038,[1403-1653],[13651-14050],[200000-300000)
3646,7604400114,20140814T000000,450000,4,2.5,[2099-2299],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2006,98106,[1152-1402],[5251-5650],[400000-500000)
3647,7399301050,20150127T000000,315000,3,1.75,[1295-1495],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1968,98055,[1403-1653],[7251-7650],[300000-400000)
3648,5072400100,20150413T000000,571000,4,2.25,[2099-2299],[9532-10282],1,0,OK,Good,Good Quality And Desgin,[1540-1789],[614-764],1959,98166,[2156-2406],[9651-10050],[500000-600000)
3649,6021500245,20140910T000000,549950,2,1,[1094-1294],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1940,98117,[1654-1904],[3851-4050],[500000-600000)
3650,1231000895,20141105T000000,986000,4,3.5,[2702-2902],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],[916-1066],1910,98118,[1152-1402],[4851-5250],[900000-1000000)
3651,4022900125,20140902T000000,605000,4,2.5,[2300-2500],[10283-11870],1,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[765-915],1968,98155,[2407-2657],[9251-9650],[600000-700000)
3652,8857320070,20140917T000000,490000,3,2.75,[1898-2098],[2021-3523],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],NoBasement,1979,98008,[1905-2155],[2851-3050],[400000-500000)
3653,5647900670,20140620T000000,340000,3,1.75,[1697-1897],[10283-11870],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[463-613],1985,98001,[1654-1904],[13651-14050],[300000-400000)
3654,326069132,20150220T000000,643000,3,1.5,[1697-1897],>=54863,1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1954,98077,[2658-2908],[13651-14050],[600000-700000)
3655,5104510240,20140519T000000,339000,4,2.5,[1697-1897],[8030-8780],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2003,98038,[1654-1904],[4851-5250],[300000-400000)
3656,7796450190,20150202T000000,277500,3,2.5,[1496-1696],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2003,98023,[2407-2657],[4851-5250],[200000-300000)
3657,9465910310,20140919T000000,550000,4,2.5,[2702-2902],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1992,98072,[2658-2908],[7251-7650],[500000-600000)
3658,7199310170,20140616T000000,518000,4,2.5,[1697-1897],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1976,98052,[1654-1904],[7251-7650],[500000-600000)
3659,643000110,20150325T000000,247500,3,1,[1496-1696],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[463-613],1962,98003,[1654-1904],[10851-11250],[200000-300000)
3660,7520000695,20150421T000000,251000,3,1,[692-892],[4275-5025],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1921,98146,[1152-1402],[7251-7650],[200000-300000)
3661,7899800586,20150409T000000,372000,4,1,[2300-2500],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[916-1066],1959,98106,[1654-1904],[4851-5250],[300000-400000)
3662,4139470010,20141006T000000,1.62E+06,4,3.25,[4109-4309],[11871-14750],2,0,Excellent,OK,Very High Quality and Design,[2790-3039],[1218-1368],1996,98006,>=3913,[12851-13250],[1600000-1700000)
3663,3812400107,20150330T000000,378500,4,2,[1697-1897],[5777-6527],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[614-764],1953,98118,[1654-1904],[5251-5650],[300000-400000)
3664,3303990380,20141204T000000,972000,4,3.25,[3908-4108],[11871-14750],2,0,Very Poor,OK,Very High Quality and Design,[3790-4039],NoBasement,2003,98059,>=3913,[12051-12450],[900000-1000000)
3665,4045700455,20150316T000000,363000,3,0.75,[2501-2701],[14751-21509],2,0,Very Poor,Good,Average Quality And Design,[2290-2539],NoBasement,1961,98001,[1905-2155],[13651-14050],[300000-400000)
3666,2817100570,20140627T000000,453000,4,2.75,[2300-2500],[21510-37540],1,0,Good,Excellent,Good Quality And Desgin,[1540-1789],[614-764],1979,98070,[1905-2155],[10051-10450],[400000-500000)
3667,9557200090,20141112T000000,399000,3,1,[893-1093],[3524-4274],1,0,Very Poor,Good,Average Quality And Design,[790-1039],<=160,1924,98136,[901-1151],[4451-4850],[300000-400000)
3668,3426049153,20141110T000000,438200,2,2,[1496-1696],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1954,98115,[1403-1653],[5651-6050],[400000-500000)
3669,5416100160,20150210T000000,353000,3,2.5,[2501-2701],[8781-9531],2,0,Very Poor,Good,Good Quality And Desgin,[2290-2539],NoBasement,2001,98022,[2658-2908],[8851-9250],[300000-400000)
3670,2619600010,20140513T000000,635000,4,1.75,[1898-2098],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1290-1539],[463-613],1969,98007,[1905-2155],[12051-12450],[600000-700000)
3671,2722049092,20150108T000000,240000,4,1.5,[1697-1897],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1040-1289],[463-613],1950,98032,[1403-1653],[6451-6850],[200000-300000)
3672,7237301210,20141118T000000,266490,3,2.5,[1697-1897],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,2004,98042,[1654-1904],[4451-4850],[200000-300000)
3673,8941100095,20140923T000000,1.11E+06,6,4,[3506-3706],[5777-6527],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],[916-1066],1945,98199,[1403-1653],[6051-6450],[1100000-1200000)
3674,179001046,20140508T000000,229000,3,2.5,[1094-1294],[2021-3523],2,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,2002,98178,[1152-1402],[2851-3050],[200000-300000)
3675,8818400155,20150405T000000,630000,3,1,[1496-1696],[3524-4274],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1922,98105,[1403-1653],[4051-4450],[600000-700000)
3676,1423800210,20140923T000000,230000,3,1,[1496-1696],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1966,98058,[1152-1402],[8051-8450],[200000-300000)
3677,7856660130,20141204T000000,1.25E+06,5,2.75,[3707-3907],[11871-14750],1.5,0,Good,Good,Good Quality And Desgin,[2290-2539],[1369-1519],1977,98006,[3160-3410],[13651-14050],[1200000-1300000)
3678,9353300220,20150408T000000,285000,3,1,[893-1093],[10283-11870],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1959,98059,[1403-1653],[10451-10850],[200000-300000)
3679,1928300350,20141222T000000,570000,3,1.75,[1295-1495],[2021-3523],2,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],NoBasement,1927,98105,[1403-1653],[3851-4050],[500000-600000)
3680,3025059136,20140813T000000,800000,2,1,[893-1093],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1951,98004,[3160-3410],[13651-14050],[800000-900000)
3681,7229900145,20141216T000000,430000,4,2.5,[1898-2098],[14751-21509],1.5,0,Very Poor,Excellent,Good Quality And Desgin,[1790-2039],NoBasement,1962,98059,[1403-1653],[13651-14050],[400000-500000)
3682,3878900815,20150504T000000,361000,3,2.25,[2300-2500],[5026-5776],1,0,OK,OK,Average Quality And Design,[1540-1789],[916-1066],1973,98178,[1654-1904],[5251-5650],[300000-400000)
3683,2592400550,20140709T000000,463000,4,2.5,[1898-2098],[6528-7278],2,0,Very Poor,Good,Average Quality And Design,[1790-2039],NoBasement,1974,98034,[1905-2155],[6851-7250],[400000-500000)
3684,1926059094,20140812T000000,330000,3,1.75,[1295-1495],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1961,98034,[2909-3159],[7651-8050],[300000-400000)
3685,5561710110,20141014T000000,319990,3,2.25,[1697-1897],[7279-8029],1,0,Very Poor,Excellent,Average Quality And Design,[1290-1539],[463-613],1979,98031,[1905-2155],[7251-7650],[300000-400000)
3686,7739100015,20140502T000000,463000,3,1.75,[1697-1897],[7279-8029],1,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1948,98155,[2156-2406],[8451-8850],[400000-500000)
3687,3342100785,20140826T000000,235000,2,1,[692-892],[5026-5776],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1954,98056,[2156-2406],[4851-5250],[200000-300000)
3688,5151800015,20141112T000000,318700,4,2.5,[2702-2902],[14751-21509],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[1067-1217],1961,98003,[2658-2908],[13651-14050],[300000-400000)
3689,1337800284,20140827T000000,950000,3,2,[2099-2299],[2021-3523],2,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[312-462],1905,98112,[2658-2908],[4451-4850],[900000-1000000)
3690,1931300110,20140725T000000,700000,3,1,[1496-1696],[3524-4274],2,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],NoBasement,1908,98103,[1403-1653],[3851-4050],[700000-800000)
3691,5700004485,20140520T000000,978000,4,2.75,[2501-2701],[11871-14750],1.5,0,OK,Good,Good Quality And Desgin,[1540-1789],[765-915],1926,98144,[3411-3661],[9251-9650],[900000-1000000)
3692,1099600010,20140612T000000,210000,4,1.5,[1094-1294],[7279-8029],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1970,98023,[1654-1904],[7651-8050],[200000-300000)
3693,9430000070,20150430T000000,300000,3,2.5,[1496-1696],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1995,98031,[1654-1904],[5651-6050],[300000-400000)
3694,5101408599,20140611T000000,465000,4,1.75,[1295-1495],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1955,98125,[1905-2155],[6051-6450],[400000-500000)
3695,797000256,20150407T000000,339950,3,1.75,[1295-1495],[11871-14750],1,0,Very Poor,Good,Bad Quality And Design,[540-789],[463-613],1981,98168,[1654-1904],[11651-12050],[300000-400000)
3696,5416510710,20140505T000000,309950,4,2.75,[2300-2500],[4275-5025],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2006,98038,[1905-2155],[4851-5250],[300000-400000)
3697,7520400040,20140620T000000,355000,4,2.5,[1898-2098],[8030-8780],2,0,Very Poor,OK,Average Quality And Design,[2040-2289],NoBasement,1996,98146,[2156-2406],[8051-8450],[300000-400000)
3698,6623400187,20150220T000000,365000,4,1,[1697-1897],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1966,98055,[1152-1402],[10051-10450],[300000-400000)
3699,5611500100,20140522T000000,655000,4,2.5,[2702-2902],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1999,98075,[2909-3159],[8451-8850],[600000-700000)
3700,8965500320,20150326T000000,780000,4,2.25,[2099-2299],[14751-21509],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1984,98006,[2658-2908],[10051-10450],[700000-800000)
3701,5101406522,20141001T000000,420000,3,1.5,[1094-1294],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[161-311],1946,98125,[1152-1402],[6851-7250],[400000-500000)
3702,7135520300,20150407T000000,1.30E+06,3,2.75,[4109-4309],[14751-21509],1,0,OK,OK,Very High Quality and Design,[4040-4289],NoBasement,1999,98059,>=3913,[13651-14050],[1300000-1400000)
3703,5456000025,20141201T000000,1.44E+06,5,3.5,[3305-3505],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],NoBasement,2006,98040,[1654-1904],[7651-8050],[1400000-1500000)
